image_file,main_category,sub_category
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8796_jpg.rf.45267b8ec621f889e4b2295a1f57b7c9.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8841_jpg.rf.456f2922d2632c8fd19b10b9bcfc48d3.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8764_jpg.rf.3f5ca0847653558eb6cd3a076b7476ed.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8767_jpg.rf.2f6d59269c7418656ac811a56190851c.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8926_jpg.rf.9549507c79262f299ecc90248bfe943c.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8901_jpg.rf.954ac1fe0615b637515385d4a0afa138.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.954d0f531cd36759594de071df06df4b.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8955_jpg.rf.955389996181432488a97f83f45b5698.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8702_jpg.rf.9597ddf710affcfeccc3c3fb7dc45099.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9025_jpg.rf.96b43ef396b39c98e51ca5181915b540.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8833_jpg.rf.9743bd265b7a473c9c7e17defd5716d1.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8967_jpg.rf.97746043235883f051756979a390424f.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8792_jpg.rf.969c77786fbbe9bd75b91556c5e007db.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8667_jpg.rf.98a221b9f7bbdb9ae17f0c40edc4017a.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8672_jpg.rf.9953afaf3bf5039936528275e351f77f.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8967_jpg.rf.99138632d79e9a95a48eb250601c1729.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8737_jpg.rf.99693a9f6780e33bcffb8b9ad5b2b0db.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9249_jpg.rf.997262c7c48f9b36108f34be4b5bafad.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8965_jpg.rf.9b75ffcc82509c812ee8a2f2916b66ce.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8953_jpg.rf.9973c217ba49242b07c34b1ee9d848bb.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8671_jpg.rf.9b8d26673401b02c6ea9801ca2d6bf86.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8937_jpg.rf.9b996d7d352fdf74c88ebbe663311962.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8855_jpg.rf.9c157249579cf0957d863e24e17c3a9b.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8933_jpg.rf.9c5feed0aa2c7917e9635fc87ae68484.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8942_jpg.rf.9c74768bf6f274dde4e81bfab25be1e9.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8762_jpg.rf.9c83bab39fe03b75b5e512277389087d.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8821_jpg.rf.9d064c8f42b436da544d3e8cfe4551a2.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9025_jpg.rf.9cb33d4b214453aada0132e3bbd722c9.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\image7-9-_jpeg_jpg.rf.9ccf489b0fea8c9758cea303c3f409a8.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9031_jpg.rf.9d4f2b7218aaf4eaf2bf38afb9d38aec.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8692_jpg.rf.9df2b74b0e57486052fba577aeaba8df.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8812_jpg.rf.9e8cc6d3a218e99acadcbe3dc8b669d9.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8945_jpg.rf.9f10464a99662dc0f308cfeb466d40c4.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8989_jpg.rf.a17466a3f4d1bb23ce32c5a2ea04e9e4.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8689_jpg.rf.a08d684613684468f1cae66dc0d1cdf2.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8973_jpg.rf.9fe8e4a453c9399b3f2bf9c49579e88a.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8828_jpg.rf.a1768d6b7266fdfbe9b77a1df9579349.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9022_jpg.rf.a2db3ddf25aa471d22e1499caada073b.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8956_jpg.rf.a1d6aaf54a9b23152322e5d1e31134e3.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8960_jpg.rf.a344632410f64966843b613a124a83c7.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9267_jpg.rf.a2ea2b82ef0b70dd3b978b6d5679954e.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8810_jpg.rf.a4638f5c0de6b0fc43d30c7796e6c601.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\1_JMP_RGR_280621SIGN_02JPG_jpg.rf.a24f36930abbad01d430a8eebb989cfb.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8746_jpg.rf.a17db7d2279724d05ffe1117bde345eb.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9016_jpg.rf.a58c8e4bf0754759bbe57d6cf95dd386.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\0_Screenshot-156_result_jpg.rf.a4aae7ef719a822a0a7fba7972544e9e.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8746_jpg.rf.a198b2218d504f8634cb3a9fff6cf440.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\1363_jpg.rf.a58a8f66276545d6270b943f58f462b9.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8965_jpg.rf.a50d45036cc7512872852af4da966268.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8665_jpg.rf.a7d6ef8a74be72cc4b39141c4e10c3a4.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8905_jpg.rf.a7609d0309dcd9bb1b834202eb341bec.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8670_jpg.rf.a8c9797f209862539061037563b4c7f1.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8763_jpg.rf.a8bea72bd045696414fd9b7655f7f31e.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8725_jpg.rf.a8aefef7ad6f66eed1cbe5988e6580e7.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture9_JPG_jpg.rf.a8e004f7d9d86dc579348feecbe6e21b.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9019_jpg.rf.a94a45d7d610c9769733540d2e48e6f6.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9009_jpg.rf.a81e15780ae84af8f8f87d1d77bd0823.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8841_jpg.rf.a99a492f63cd3a73cecbd4a3b9ae2bc6.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8762_jpg.rf.a684c6ad90547d0f60b1774ce86de5d6.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8973_jpg.rf.aa3f6986516bb1f0924ce83c53af768f.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8777_jpg.rf.a51ee7467b906de421f92a85ca669f6e.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8205_jpg.rf.a91223f0e70779875db16532199d7c0d.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture8_JPG_jpg.rf.ab7a31056635bb01efb2b20641afe823.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8983_jpg.rf.abe8791b602c79ef50e140f922782ac1.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8800_jpg.rf.ac2361e7fbe8baa70bc8bf430da4120f.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti2_jpg.rf.ac30693ea495e6dd2e3a525b67ae379a.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8718_jpg.rf.adb86f20d5d52db2dba8514b0c44325e.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8696_jpg.rf.ad7a61c5898df69909c5e92ed9cb2c87.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8795_jpg.rf.acb3768f3d6dd754f4f04881ddd1b5df.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8752_jpg.rf.ad575da66c79c8777e5be4368f473248.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9011_jpg.rf.ad1e75576b9428cd811b992ea909daad.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8771_jpg.rf.ad2069a031d2f99aa8dd4a98fc4abf4d.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8739_jpg.rf.ae82ea0b7a2885d0b575cfb9f0a14b56.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8844_jpg.rf.ae125209b89975e2eb2036591431581d.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8962_jpg.rf.add0a14e17edd51b96e71867c8f0b812.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8774_jpg.rf.ad9f358f6861289809bb62df7feb0d09.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8806_jpg.rf.af8095f4f6511e33b0df54ebaa5c6184.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8819_jpg.rf.af6aa24125c290811bc47d1bb5c5d75c.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8745_jpg.rf.af98c14dc1493eb6020afbf13d450153.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8741_jpg.rf.afb436c18b07d8a50d7a9e0921aa318a.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture15_JPG_jpg.rf.afc7752a3d5bf4dc73e5acb753ed6980.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8757_jpg.rf.b05ab27a5b3ef6452c444cb47c34eadd.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9006_jpg.rf.b005c71f01c988c19790a72d55fddb23.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9020_jpg.rf.b075bfa60013f1321cdbe768bbaa0a2b.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8769_jpg.rf.b17579c3586935de69d68a41d6f53880.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8987_jpg.rf.b071a12a2ebd9be03a7ee9bf370a3c2f.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9251_jpg.rf.b240fcc74d840bfc7f8ece372686bd1a.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture2_JPG_jpg.rf.b04486f9d28639ebb2590eb13bfff98b.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8772_jpg.rf.b284270eb13d07d467d5d0ac330afb7a.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8844_jpg.rf.b18995d015e6e9d067f5dcc941c0d378.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8998_jpg.rf.b29cedc7ca5290e06a3614a5a6d75fb1.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8752_jpg.rf.b3967d1d8436fcc8dec7571ff5cc08cc.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture1_JPG_jpg.rf.b3601f2b56094c6489c68a8dcf0a75c2.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8963_jpg.rf.b48d9110bc46d884941e6c154d7cc634.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture11_JPG_jpg.rf.b449c1fbf40e11e1587a70686127d97e.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8755_jpg.rf.b5169d9724eee3b63859bc8926d73ebe.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8717_jpg.rf.a971fc3a5a8948e325dbaf758b6fecb7.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8984_jpg.rf.b5013c0e15faf381556021c2548fd8da.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9013_jpg.rf.b2a580ecdac4b8cd84ee098ea8dd1e92.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\Capture14_JPG_jpg.rf.b556896c19e14fd1e810cc4a638a599c.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8751_jpg.rf.b653ba61244cc78dbd7509c07222ef57.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8999_jpg.rf.b726a23604e3abe9583aa216757d59df.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8674_jpg.rf.b641d0b30da36664f32f3c0997ac4b35.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti2_jpg.rf.b7e52d08b191a5e441cbc809333f34ef.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_9024_jpg.rf.b8175659cf67c9c5bb2bb7ef999a59ab.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8768_jpg.rf.b861097c129d944a6f8fe968e3b29268.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8916_jpg.rf.b919d894621ebf090be5790fd62f1683.jpg,Public Cleanliness & Public Property Damage,Vandalism
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\DamagedSigns\train\IMG_8968_jpg.rf.b9bd56f7aae64cf59d06e9b99c6f7863.jpg,Road & Infrastructure Issues,Broken/Missing Road Signs
